ISSN,e-ISSN,p-ISSN,SourceID,Acronym,JournalTitle,ASJCScopus,ASJCMarketing
0885-985X,2352-2798,0885-985X,21100239261,JSSR,The Journal of Social Studies Research,3304;3301,
1472-7862,,,24666,JSUPRA,Journal of Supramolecular Chemistry,1600;1605;1604;2505,
1931-7204,1878-7452,1931-7204,5200152837,JSURG,Journal of Surgical Education,2746;3304,
1743-6095,1743-6109,1743-6095,130029,JSXM,The Journal of Sexual Medicine,2712;2743;1310;2738;2748,
2589-9090,2589-9090,,21101018850,JTAUTO,Journal of Translational Autoimmunity,2723;2403,
0254-6272,,,63692,JTCM,Journal of Traditional Chinese Medicine,2700,
2225-4110,2225-4110,,21100287117,JTCME,Journal of Traditional and Complementary Medicine,2707,
2095-7548,2589-0395,2095-7548,21100943549,JTCMS,Journal of Traditional Chinese Medical Sciences,2707,
2666-6367,2666-6367,2666-6375,21101038539,JTCT,Transplantation and Cellular Therapy,2723;1313;2720;1307;2747,
0946-672X,1878-3252,0946-672X,29664,JTEMB,Journal of Trace Elements in Medicine and Biology,1303;1313;1604,
2773-0506,2773-0506,,,JTEMIN,Journal of Trace Elements and Minerals,,1303;1308;2704;3005;1602
2214-1405,2214-1413,2214-1405,21100310028,JTH,Journal of Transport & Health,2213;3313;2310;3311;2719;2739,
1538-7836,1538-7836,1538-7933,26000,JTHA,Journal of Thrombosis and Haemostasis,2720,
1556-0864,1556-1380,1556-0864,6400153137,JTHO,Journal of Thoracic Oncology,2730;2740,
1876-1070,1876-1089,1876-1070,13900154734,JTICE,Journal of the Taiwan Institute of Chemical Engineers,1600;1500,
0261-5177,1879-3193,0261-5177,16547,JTMA,Tourism Management,3303;3313;1409;1408,
2666-3643,2666-3643,,21101051861,JTOCRR,JTO Clinical and Research Reports,2730;2740,"2730;2741
"
1542-0124,1937-5913,1542-0124,130050,JTOS,The Ocular Surface,2731,
0308-5961,1879-3258,0308-5961,20870,JTPO,Telecommunications Policy,1404;1710;3315;2002;3309;2308,
0966-6923,1873-1236,0966-6923,29295,JTRG,Journal of Transport Geography,3305;3313;2300,
0301-679X,1879-2464,0301-679X,22116,JTRI,Tribology International,2211;2210;3110;2508,
0967-070X,1879-310X,0967-070X,20838,JTRP,Transport Policy,3305;3313,
0762-915X,1773-0465,0762-915X,19868,JTS,Journal de Traumatologie du Sport,2746;2732;2742,
1570-6672,,,6400153117,JTSEIT,Journal of Transportation Systems Engineering and Information Technology,2207;2611;3313;1706,
2095-7564,2589-0379,2095-7564,21100784267,JTTE,Journal of Traffic and Transportation Engineering (English Edition),2205;3313,
1658-3612,1658-3612,,19700188101,JTUMED,Journal of Taibah University Medical Sciences,2700,
1658-3655,,,21101115504,JTUSCI,Journal of Taibah University for Science,1600;2600;1300;2300;1100;3100;1900,
0965-206X,1876-4746,0965-206X,24879,JTV,Journal of Tissue Viability,2734;2708,
0957-1787,1878-4356,0957-1787,19786,JUIP,Utilities Policy,1403;3313;3312;2002;2100;2001;2000,
2226-5856,2589-0360,2226-5856,21100907127,JUM,Journal of Urban Management,3305;3322;3321,
2213-3976,,,21100265015,JUOGR,Journal of Unconventional Oil and Gas Resources,2105;2102,
0022-5347,,,19975,JURO,The Journal of Urology,2748,
1971-3495,,,6400153118,JUS,Journal of Ultrasound,2724;2741,
0264-410X,1873-2518,0264-410X,21376,JVAC,Vaccine,1313;2400;3400;2739;2725,
2590-1362,2590-1362,,21100897791,JVACX,Vaccine: X,1313;2400;3400;2739;2725,
1098-3015,1524-4733,1098-3015,22377,JVAL,Value in Health,2719;2739,
1760-2734,1875-0834,1760-2734,4700151709,JVC,Journal of Veterinary Cardiology,1314;3400,
2055-6640,2055-6659,,21100932469,JVE,Journal of Virus Eradication,2713;2403;2739;2725;2406,
1558-7878,1878-7517,1558-7878,5000157107,JVEB,Journal of Veterinary Behavior,3400,
1051-0443,1535-7732,1051-0443,17243,JVIR,Journal of Vascular and Interventional Radiology,2741;2705,
1878-7886,1878-7886,,19700181201,JVS,Journal of Visceral Surgery,2746,
2468-4287,2468-4287,,21100828127,JVSCIT,"Journal of Vascular Surgery Cases, Innovations and Techniques",2746;2705,
2666-3503,2666-3503,,21101090593,JVSSCI,JVS-Vascular Science,2705,"2746;2705
"
2213-333X,2213-3348,2213-333X,21100241646,JVSV,Journal of Vascular Surgery: Venous and Lymphatic Disorders,2746;2705,
2949-9127,2949-9127,,,JVSVI,JVS-Vascular Insights,,
2214-7144,2214-7144,,21100324365,JWPE,Journal of Water Process Engineering,1305;2213;2311;1508,
0975-1483,,,19700177128,JYP,Journal of Young Pharmacists,3000,
0720-3373,,,14186,KHINF,Krankenhaus-Hygiene + Infektionsverhutung,2726;2725,
2405-609X,,,21100897136,KIJOMS,Karbala International Journal of Modern Science,1701;1601;1301;1000;3101,
1863-8678,,,7100153138,KIM,Komplementaere und integrative Medizin,2707,
1779-0123,2213-1566,1779-0123,4000148212,KINE,"Kinésithérapie, la revue",3612;2742,
0085-2538,1523-1755,0085-2538,19992,KINT,Kidney International,2727,
2157-1716,2157-1716,2157-1724,21100258425,KISU,Kidney International Supplements,2727,
1607-551X,,,16467,KJMS,Kaohsiung Journal of Medical Sciences,2700,
2307-4108,2307-4116,,21100324700,KJS,Kuwait Journal of Science,1000,
2452-3151,,,21101059785,KJSS,Kasetsart Journal of Social Sciences,3300,
0950-7051,1872-7409,0950-7051,24772,KNOSYS,Knowledge-Based Systems,1712;1404;1802;1702,
1212-4117,,,21100456164,KONT,KONTAKT,2900;3306;3301;3321;2739,
2211-9132,,,21100235813,KRCP,Kidney Research and Clinical Practice,2727;2748,
0024-3795,1873-1856,0024-3795,24475,LAA,Linear Algebra and Its Applications,2602;2612;2608;2607,
1888-4008,,,17600155009,LABCLI,Revista del Laboratorio Clinico,1308;2704,
0927-5371,1879-1034,0927-5371,16922,LABECO,Labour Economics,2002;1407,
1381-141X,,,72957,LABINF,Laboratory Automation and Information Management,2911,
0023-6837,1530-0307,0023-6837,27242,LABINV,Laboratory Investigation,2700,
0271-5309,1873-3395,0271-5309,23083,LAC,Language and Communication,3207;3315;1203;3205;3310,
2949-9038,2949-9038,2949-9046,,LAHEAL,Language and Health,,3310
2667-193X,2667-193X,,21101082055,LANAM,The Lancet Regional Health - Americas,2724;2719;2739,
0140-6736,1474-547X,0140-6736,16590,LANCET,The Lancet,2700,
2352-4642,2352-4650,2352-4642,21100834316,LANCHI,The Lancet Child & Adolescent Health,2735;3204,
0169-2046,1872-6062,0169-2046,19041,LAND,Landscape and Urban Planning,2303;3322;2309;2308,
2213-8587,2213-8595,2213-8587,21100237403,LANDIA,The Lancet Diabetes & Endocrinology,2724;2712;1310,
2589-7500,2589-7500,,21100922606,LANDIG,The Lancet Digital Health,2701;2718;1801;3605,
2666-7762,2666-7762,,21101053562,LANEPE,The Lancet Regional Health - Europe,2724;2730;2719,
1474-4422,1474-4465,1474-4422,16860,LANEUR,The Lancet Neurology,2728,
2468-1253,2468-1156,2468-1253,21100786228,LANGAS,The Lancet Gastroenterology & Hepatology,2721;2715,
2214-109X,2214-109X,2572-116X,21100265444,LANGLO,The Lancet Global Health,2700,
2352-3026,2352-3026,2451-9960,21100370017,LANHAE,The Lancet Haematology,2720,
2352-3018,2352-3018,2405-4704,21100369870,LANHIV,The Lancet HIV,2713;2403;2725;2406,
2666-7568,2666-7568,,21101041612,LANHL,The Lancet Healthy Longevity,3306;2717;2738;2714,
2667-2707,2667-2707,,,LANIM,The Lancet Internal Medicine,,
1473-3099,1474-4457,1473-3099,22471,LANINF,The Lancet Infectious Diseases,2725,
2666-5247,2666-5247,,21101041613,LANMIC,The Lancet Microbe,2404;2726;2725;2406,
1470-2045,1474-5488,1470-2045,12354,LANONC,The Lancet Oncology,2730,
2542-5196,2542-5196,,21100858657,LANPLH,The Lancet Planetary Health,2701;3306;2719;2739,
2215-0366,2215-0374,2215-0366,21100356804,LANPSY,The Lancet Psychiatry,2738;2803,
2468-2667,2468-2667,,21100804406,LANPUB,The Lancet Public Health,2739,
2213-2600,2213-2619,2213-2600,21100220495,LANRES,The Lancet Respiratory Medicine,2740,
2665-9913,2665-9913,,21100942855,LANRHE,The Lancet Rheumatology,2745;2723;2403,
2772-3682,2772-3682,,21101140439,LANSEA,The Lancet Regional Health - Southeast Asia,2739;2738;2725,
2666-6065,2666-6065,,21101041899,LANWPC,The Lancet Regional Health - Western Pacific,2724;2735;2719;2729;2739;2717;2738;2725,
1665-8574,,,,LAREV,Latinoamérica. Revista de Estudios Latinoamericanos,,
2666-1438,2666-1438,,21101163289,LATCB,Latin American Journal of Central Banking,2002,"2002;2003
"
2950-0249,2950-0249,,,LATRAN,Latin American Transport Studies,,
2210-6561,2210-657X,2210-6561,21100206602,LCSI,"Learning, Culture and Social Interaction",3304,
1041-6080,1873-3425,1041-6080,13453,LEAIND,Learning and Individual Differences,3207;3304;3204,
1048-9843,1873-3409,1048-9843,21149,LEAQUA,The Leadership Quarterly,1403;3202;3312;1407,
1344-6223,1873-4162,1344-6223,27775,LEGMED,Legal Medicine,2734;2910,
2468-9009,2468-9009,2542-3614,21101111779,LERS,"Laparoscopic, Endoscopic and Robotic Surgery",2746,
0024-3205,1879-0631,0024-3205,20473,LFS,Life Sciences,1300;3000,
1464-9055,,,13992,LIBCOL,"Library Collections, Acquisitions and Technical Services",1710;3309,
0740-8188,1873-1848,0740-8188,13971,LIBINF,Library and Information Science Research,1710;3309,
1471-5317,,,51304,LIGMET,Journal of Light Metals,2500,
0075-9511,1873-5851,0075-9511,29570,LIMNO,Limnologica,1104,
0898-5898,1873-1864,0898-5898,23837,LINEDU,Linguistics and Education,1203;3304;3310,
0024-3841,1872-6135,0024-3841,23735,LINGUA,Lingua,1203;3310,
0024-4937,1872-6143,0024-4937,24486,LITHOS,LITHOS,1907;1906,
2666-9676,2666-9676,,21101134426,LIVER,Journal of Liver Transplantation,2724;2715;2747,"2715;2747;2721
"
2542-5684,2542-5684,2096-2878,21100933297,LIVRES,Liver Research,2721;2715,
1871-1413,1878-0490,1871-1413,3300147807,LIVSCI,Livestock Science,1103;3400,
0188-2546,,,,LMEX,Literatura Mexicana,,
0944-405X,,,16858,LOGOS,L.O.G.O.S. - interdisziplinaer,2738;2803,
2213-655X,,,,LONGEV,Longevity Sciences and Medicine,,
0755-4982,2213-0276,0755-4982,17646,LPM,La Presse Médicale,2700,
2666-4798,2666-4798,2666-4801,,LPMFOR,La Presse Médicale Formation,,"2700
"
2590-2504,2590-2504,,,LPMOPE,La Presse Médicale Open,,"2711
"
0145-2126,1873-5835,0145-2126,26017,LR,Leukemia Research,2720;2730;1306,
0024-6301,1873-1872,0024-6301,21203,LRP,Long Range Planning,3305;2003;1408,
2213-0489,2213-0489,,21100228140,LRR,Leukemia Research Reports,2720;2730,
0388-0001,1873-5746,0388-0001,23166,LSC,Language Sciences,1203;3310,
2214-5524,2214-5532,2214-5524,21100316609,LSSR,Life Sciences in Space Research,3108;2303;3103;1101;2307,
0022-2313,1872-7883,0022-2313,12179,LUMIN,Journal of Luminescence,1304;3107;1600;1303;3104,
0169-5002,1872-8332,0169-5002,12391,LUNG,Lung Cancer,2730;2740;1306,
0254-0584,1879-3312,0254-0584,17800,MAC,Materials Chemistry and Physics,2500;3104,
2666-111X,,,,MACX,Materials Chemistry and Physics: X,,
0047-6374,1872-6216,0047-6374,29640,MAD,Mechanisms of Ageing and Development,1302;1309,
0212-6796,,,,MAGIS,Magister,,
0304-8853,1873-4766,0304-8853,28526,MAGMA,Journal of Magnetism and Magnetic Materials,2504;3104,
1352-8661,,,40970,MAGMBI,"Magnetic Resonance Materials in Physics, Biology & Medicine",3614;1304;2741,
1616-5047,,,22655,MAMBIO,Mammalian Biology,1105;1103,
0094-114X,1873-3999,0094-114X,21094,MAMT,Mechanism and Machine Theory,1502;2211;2210;1706,
0149-2063,,,20635,MANAGE,Journal of Management,2003;1408,
0304-4203,1872-7581,0304-4203,23255,MARCHE,Marine Chemistry,1910;1600;2304;2312,
1874-7787,1876-7478,1874-7787,11700154718,MARGEN,Marine Genomics,1104;1311,
0025-3227,1872-6151,0025-3227,27847,MARGO,Marine Geology,1910;1907;1906,
0377-8398,1872-6186,0377-8398,13958,MARMIC,Marine Micropaleontology,1910;1911,
1369-9350,,,,MARMOD,Marine Models,,
0924-7963,1879-1573,0924-7963,27786,MARSYS,Journal of Marine Systems,1910;1105;1104,
2666-822X,2666-822X,,21101092013,MARTRA,Maritime Transport Research,3313,"3313
"
1387-3806,1873-2798,1387-3806,12142,MASPEC,International Journal of Mass Spectrometry,3105;3104;1607;1606,
0951-8339,1873-4170,0951-8339,21052,MAST,Marine Structures,2500;2212;2211;2210,
0378-5122,1873-4111,0378-5122,27660,MAT,Maturitas,1300;2729,
0732-3123,1873-8028,0732-3123,23940,MATBEH,Journal of Mathematical Behavior,2601;3304;2604,
0945-053X,1569-1802,0945-053X,17219,MATBIO,Matrix Biology,1312,
0378-4754,1872-7166,0378-4754,12166,MATCOM,Mathematics and Computers in Simulation,2614;1700;2612;2611;2604,
0304-4068,1873-1538,0304-4068,28999,MATECO,Journal of Mathematical Economics,2002;2604,
2214-7853,2214-7853,,21100370037,MATPR,Materials Today: Proceedings,2500,"2500
"
0021-7824,1776-3371,0021-7824,23795,MATPUR,Journal de mathématiques pures et appliquées,2600;2604,
2666-9358,2666-9358,,21101138014,MATRE,Materials Reports: Energy,2501;2101;2505;1603,
1369-8001,1873-4081,1369-8001,26675,MATSCI,Materials Science in Semiconductor Processing,2500;3104;2211;2210,
0165-4896,1879-3118,0165-4896,25057,MATSOC,Mathematical Social Sciences,3312;3300;3200;1804,
2590-2385,2590-2385,2590-2393,21100943502,MATT,Matter,2500,
1369-7021,1873-4103,1369-7021,24769,MATTOD,Materials Today,2500;3104;2211;2210,
2386-401X,,,,MAXILE,Revista Española de Cirugía Oral y Maxilofacial (English Edition),,
1130-0558,,,5200153010,MAXILO,Revista Española de Cirugía Oral y Maxilofacial,2746;3504;2733,
2949-9070,2949-9070,,,MBM,Mechanobiology in Medicine,,
2590-0285,2590-0285,,21100980170,MBPLUS,Matrix Biology Plus,1304;1303;2722;1312;1311;1307,
0025-5564,1879-3134,0025-5564,24562,MBS,Mathematical Biosciences,2613;2611;1300;2400;1100;2604,
2468-8231,2468-8231,2468-8274,21100831009,MCAT,Molecular Catalysis,1503;1508;1606,
0303-7207,1872-8057,0303-7207,26206,MCE,Molecular and Cellular Endocrinology,1303;1312;1310,
0895-7177,,,24558,MCM,Mathematical and Computer Modelling,2611;1706,
2603-9249,2603-9249,,21100904984,MCP,Medicina Clínica Práctica,2700,
2949-7612,2949-7612,,,MCPDIG,Mayo Clinic Proceedings: Digital Health,,
1535-9476,1535-9484,,14151,MCPRO,Molecular & Cellular Proteomics,1602;1303;1312,
2352-9245,,,21100782433,MD,Materials Discovery,1710;2500,
2666-5123,,,,MDND,Mental Disorders and Neurodegenerative Diseases,,
0958-3947,1873-4022,0958-3947,17270,MDO,Medical Dosimetry,3614;2730;2741,
2950-3450,2950-3450,,,MEAENE,Measurement: Energy,,
2772-2759,2772-2759,,21101161672,MEAFOO,Measurement: Food,1106;2916,"2916;3105;1106
"
2665-9174,2665-9174,,21101055722,MEASEN,Measurement: Sensors,2504;2211;2209;2208,"2207;2208
"
0263-2241,1873-412X,0263-2241,15424,MEASUR,Measurement,3105;2208,
2214-0301,2214-0301,,21100369715,MEC,Metabolic Engineering Communications,2712;2204,
0957-4158,1873-4006,0957-4158,21096,MECH,Mechatronics,2207;2210;1706;2208,
1296-2139,,,21070,MECIND,Mecanique & Industrie,2500;2210;2209,
0167-6636,1872-7743,0167-6636,17828,MECMAT,Mechanics of Materials,3105;2500;2211,
0304-5412,1578-8822,0304-5412,21100213100,MED,Medicine - Programa de Formación Médica Continuada acreditado,2700,
2387-0206,2387-0206,,,MEDCLE,Medicina Clínica (English Edition),,"2700
"
0025-7753,1578-8989,0025-7753,18369,MEDCLI,Medicina Clínica,2700,
1246-7391,1777-5612,1246-7391,27777,MEDDRO,Médecine et Droit,3308,
1010-660X,,,51878,MEDICI,Medicina,2700,
2590-0986,2590-0986,,21101039878,MEDIDD,Medicine in Drug Discovery,3004;3002;2736,
0304-4181,,,20197,MEDIEV,Journal of Medieval History,1202,
1361-8415,1361-8423,1361-8415,17271,MEDIMA,Medical Image Analysis,3614;2741;1707;2718;1704,
0210-5691,1578-6749,0210-5691,18370,MEDIN,Medicina intensiva,2706,
2173-5727,2173-5727,,,MEDINE,Medicina Intensiva (English Edition),,"2711
"
1134-248X,,,19905,MEDIPA,Medicina Paliativa,2900;3203;2914;2703;2901,
2666-6340,2666-6340,2666-6359,21101049542,MEDJ,Med,2700,
0025-8431,,,18959,MEDJNL,Medizinhistorisches Journal,2701;1207,
1878-6529,2950-3949,2950-4325,19700175261,MEDLEG,La revue de médecine légale,2734,
2590-0978,2590-0978,,21101041512,MEDMIC,Medicine in Microecology,2723;2745;2701;2715,
2590-0935,2590-0935,,21101054454,MEDNTD,Medicine in Novel Technology and Devices,2701;2204;1706,"2700
"
0928-1258,1878-6820,0928-1258,17268,MEDNUC,Médecine Nucléaire,3614;1304;2741,
2950-3477,2950-3477,,,MEDP,Medicine Plus,,
1636-6522,2213-0098,1636-6522,4000148111,MEDPAL,Médecine Palliative Soins de Support - Accompagnement - Ethique,2730;2917;2703,
2213-8846,,,21100466901,MEDPHO,Medical Photonics,2746;2708,
0885-1158,,,17874,MEDPRO,Medical Problems of Performing Artists,1207,
2340-9320,2340-9320,,,MEDRE,Medicina Reproductiva y Embriología Clínica,,"2743;1309
"
0167-9317,1873-5568,0167-9317,26696,MEE,Microelectronic Engineering,2504;3107;3104;2508;2208,
1567-1348,1567-7257,,14677,MEEGID,"Infection, Genetics and Evolution",2404;1105;1312;1311;2726;2725,
1110-5690,,,27667,MEFS,Middle East Fertility Society Journal,2743;2729,
2214-3106,,,,MEI,Medicina e Investigación,,
0026-2692,0026-2692,0026-2692,38722,MEJ,Microelectronics Journal,2200,
1258-780X,2468-5267,1258-780X,26274,MELAEN,Métiers de la petite enfance,2920;3204,
2772-4212,2772-4212,,21101095580,MEMLET,Journal of Membrane Science Letters,1303;2500;1606;1506,
2773-0646,2773-0646,,,MEMORI,"Memories - Materials, Devices, Circuits and Systems",,2208;2504;2508;3104;3107
0376-7388,1873-3123,0376-7388,26953,MEMSCI,Journal of Membrane Science,1303;2500;1606;1506,
0959-9436,1364-551X,0959-9436,24773,MENCOM,Mendeleev Communications,1600,
2590-1249,2590-1249,,,MEOMIC,Medicine in Omics,,"2700
"
0141-1136,1879-0291,0141-1136,24021,MERE,Marine Environmental Research,1910;1104;2310,
0309-1740,1873-4138,0309-1740,21219,MESC,Meat Science,1106,
0026-0576,,,27316,MET,Metal Finishing,2311;2310;2507;2506;2209,
0966-9795,1879-0216,0966-9795,12202,META,Intermetallics,1600;2211;2210;2506;2505,
2590-2601,2590-2601,,21101081717,METIP,Methods in Psychology,3200,"3200;3202
"
1873-1988,,,5700191206,METMAT,Metamaterials,2504;2502;2611;3104;3110;2208,
2589-9368,2589-9368,,,METOP,Metabolism Open,,"2712
"
2950-1628,2950-1628,,,METRAD,Meta-Radiology,,
2215-0161,2215-0161,,21100317906,MEX,MethodsX,1308;3607,
1870-0578,,,21101021403,MEXLAW,Mexican Law Review,3308,
0187-4519,,,15103,MEXOFT,REVISTA MEXICANA DE OFTALMOLOGÍA,2731,
2213-8463,2213-8463,,21100283796,MFGLET,Manufacturing Letters,2211;2209,
1889-5433,,,,MGYF,Medicina General y de Familia. Edición digital,,
2212-6570,2212-6570,,21100265182,MHP,Mental Health & Prevention,2739;2738,
1755-2966,1878-0199,1755-2966,12000154319,MHPA,Mental Health and Physical Activity,3202;2738,
1536-1632,,,17293,MIB,Molecular Imaging and Biology,2730;2741;1306,
1286-4579,1769-714X,1286-4579,20264,MICINF,Microbes and Infection,2404;2403;2725,
1387-1811,1873-3093,1387-1811,26989,MICMAT,Microporous and Mesoporous Materials,1600;2500;3104;2211,
0141-9331,1872-9436,0141-9331,15552,MICPRO,Microprocessors and Microsystems,1712;1708;1705;1702,
0944-5013,1618-0623,0944-5013,20267,MICRES,Microbiological Research,2404,
2773-0123,2773-0123,2773-0131,21101091791,MICRNA,Micro and Nanostructures,2504;2502;3104,
2950-1946,2950-1946,,,MICROB,The Microbe,,2402;2404;2405;2406;2726
